Household level identifier,Id,Monthly rent payment,=1 Overcrowding by bedrooms, number of all rooms in the house,=1 Overcrowding by rooms,=1 if the household has refrigerator,number of tablets household owns,Males younger than 12 years of age,Males 12 years of age and older,Total males in the household,Females younger than 12 years of age,Females 12 years of age and older,Total females in the household,persons younger than 12 years of age,persons 12 years of age and older,years of schooling,Years behind in school,=1 if predominant material on the outside wall is block or brick,"=1 if predominant material on the outside wall is socket (wood, zinc or absbesto",=1 if predominant material on the outside wall is prefabricated or cement,=1 if predominant material on the outside wall is waste material,=1 if predominant material on the outside wall is wood ,=1 if predominant material on the outside wall is zink,=1 if predominant material on the outside wall is natural fibers,"=1 if predominant material on the floor is mosaic, ceramic, terrazo",=1 if predominant material on the floor is cement,=1 if predominant material on the floor is  natural material,=1 if no floor at the household,=1 if predominant material on the floor is wood,=1 if predominant material on the roof is metal foil or zink,"=1 if predominant material on the roof is fiber cement, mezzanine ",=1 if predominant material on the roof is natural fibers,=1 if the house has ceiling,=1 if water provision inside the dwelling,=1 if water provision outside the dwelling,"=1 electricity from CNFL, ICE, ESPH/JASEC",=1 electricity from private plant,=1 no electricity in the dwelling,=1 electricity from cooperative,=1 no toilet in the dwelling,=1 toilet connected to sewer or cesspool,=1 toilet connected to  septic tank,=1 toilet connected to black hole or letrine,=1 main source of energy used for cooking electricity,=1 main source of energy used for cooking gas,=1 main source of energy used for cooking wood charcoal,=1 if rubbish disposal mainly by tanker truck,=1 if rubbish disposal mainly by botan hollow or buried,=1 if rubbish disposal mainly by burning,=1 if rubbish disposal mainly by throwing in an unoccupied space,"=1 if rubbish disposal mainly by throwing in river, creek or sea",=1 if disable person,=1 if male,=1 if less than 10 years old,=1 if free or coupled uunion,=1 if married,=1 if divorced,=1 if separated,=1 if widow/er,=1 if household head,=1 if spouse/partner,=1 if son/doughter,=1 if stepson/doughter,=1 if son/doughter in law,=1 if grandson/doughter,=1 if mother/father,=1 if father/mother in law,=1 if brother/sister,=1 if brother/sister in law,=1 if other family member,Number of children 0 to 19 in household,Number of adults in household,# of individuals 65+ in the household,# of total individuals in the household,Dependency rate,average years of education for adults (18+),number of bedrooms,# persons per room,=1 own and fully paid house,"=1 own, paying in installments",=1 rented,=1 precarious,=1 if the household has notebook or desktop computer,=1 if the household has TV,# of mobile phones,=1 region Chorotega,=1 region PacÃƒÂ­fico central,=1 region Brunca,=1 region Huetar AtlÃƒÂ¡ntica,=1 region Huetar Norte,=2 zona rural,Age in years,Years of education of head of household,wall_condition,roof_condition,floor_condition,education_level,Target
9f46d9159,ID_a44c8fda7,0.0,0,8,0,1,0.0,0,2,2,2,2,4,2,4,6,0.0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,4,0,6,0.5,8.5,4,1.5,1,0,0,0,0,0,3,1,0,0,0,0,0,56,6,1,1,1,3,4
8d17b55a5,ID_c210f81cf,0.0,0,5,0,1,0.0,1,1,2,0,2,2,1,3,11,0.0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,2,0,4,1.0,10.5,3,1.3333334,1,0,0,0,0,1,4,1,0,0,0,0,0,17,6,3,3,3,6,4
8d17b55a5,ID_ffb5157ac,0.0,0,5,0,1,0.0,1,1,2,0,2,2,1,3,3,0.0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,2,0,4,1.0,10.5,3,1.3333334,1,0,0,0,0,1,4,1,0,0,0,0,0,10,6,3,3,3,2,4
8d17b55a5,ID_0be328e02,0.0,0,5,0,1,0.0,1,1,2,0,2,2,1,3,6,0.0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0,4,1.0,10.5,3,1.3333334,1,0,0,0,0,1,4,1,0,0,0,0,0,47,6,3,3,3,3,4
8d17b55a5,ID_4c5b40363,0.0,0,5,0,1,0.0,1,1,2,0,2,2,1,3,15,0.0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,2,0,4,1.0,10.5,3,1.3333334,1,0,0,0,0,1,4,1,0,0,0,0,0,45,6,3,3,3,8,4
d22d30c29,ID_63e060d7b,0.0,0,5,0,1,1.0,1,1,2,0,3,3,1,4,6,0.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,3,0,5,0.6666666933333327,10.0,3,1.6666666,1,0,0,0,0,0,3,1,0,0,0,0,0,56,6,3,3,3,3,4
d22d30c29,ID_982dbcbb5,0.0,0,5,0,1,1.0,1,1,2,0,3,3,1,4,4,0.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,3,0,5,0.6666666933333327,10.0,3,1.6666666,1,0,0,0,0,0,3,1,0,0,0,0,0,11,6,3,3,3,2,4
d22d30c29,ID_ac07f9e2a,0.0,0,5,0,1,1.0,1,1,2,0,3,3,1,4,9,0.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,3,0,5,0.6666666933333327,10.0,3,1.6666666,1,0,0,0,0,0,3,1,0,0,0,0,0,15,6,3,3,3,4,4
d22d30c29,ID_09eb50a6d,0.0,0,5,0,1,1.0,1,1,2,0,3,3,1,4,11,0.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,3,0,5,0.6666666933333327,10.0,3,1.6666666,1,0,0,0,0,0,3,1,0,0,0,0,0,54,6,3,3,3,5,4
d22d30c29,ID_a3e11484f,0.0,0,5,0,1,1.0,1,1,2,0,3,3,1,4,13,0.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,3,0,5,0.6666666933333327,10.0,3,1.6666666,1,0,0,0,0,0,3,1,0,0,0,0,0,21,6,3,3,3,8,4
60cee946f,ID_cca0e3d4b,60000.0,0,3,0,1,0.0,1,1,2,0,1,1,1,2,11,0.0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,0,3,0.5,11.0,1,3.0,0,0,1,0,0,0,2,1,0,0,0,0,0,25,11,3,3,2,5,3
60cee946f,ID_620b37524,60000.0,0,3,0,1,0.0,1,1,2,0,1,1,1,2,11,0.0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,3,0.5,11.0,1,3.0,0,0,1,0,0,0,2,1,0,0,0,0,0,30,11,3,3,2,5,3
60cee946f,ID_5ca05aeba,60000.0,0,3,0,1,0.0,1,1,2,0,1,1,1,2,0,0.0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,0,3,0.5,11.0,1,3.0,0,0,1,0,0,0,2,1,0,0,0,0,0,5,11,3,3,2,1,3
83e35953b,ID_c5b6db5cf,0.0,0,7,0,1,0.0,0,2,2,0,2,2,0,4,14,0.0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3,0,4,0.3333333466666663,16.0,4,1.0,1,0,0,0,0,0,4,1,0,0,0,0,0,31,14,3,2,2,8,4
83e35953b,ID_9e9459fc3,0.0,0,7,0,1,0.0,0,2,2,0,2,2,0,4,11,0.0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,4,0.3333333466666663,16.0,4,1.0,1,0,0,0,0,0,4,1,0,0,0,0,0,18,14,3,2,2,5,4
83e35953b,ID_200d1c04c,0.0,0,7,0,1,0.0,0,2,2,0,2,2,0,4,15,0.0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,3,0,4,0.3333333466666663,16.0,4,1.0,1,0,0,0,0,0,4,1,0,0,0,0,0,27,14,3,2,2,8,4
83e35953b,ID_92097f216,0.0,0,7,0,1,0.0,0,2,2,0,2,2,0,4,8,0.0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,3,0,4,0.3333333466666663,16.0,4,1.0,1,0,0,0,0,0,4,1,0,0,0,0,0,23,14,3,2,2,4,4
550e701c9,ID_653149e64,300000.0,0,4,0,1,0.0,0,0,0,0,1,1,0,1,13,0.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.0,13.0,2,0.5,0,1,0,0,0,0,1,1,0,0,0,0,0,55,13,3,3,3,8,4
045038655,ID_74e989389,0.0,0,4,0,1,0.0,0,0,0,0,1,1,0,1,6,0.0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.0,6.0,2,0.5,1,0,0,0,0,0,1,1,0,0,0,0,0,62,6,2,2,2,3,4
68955ae5c,ID_8996c74f7,0.0,0,5,0,1,0.0,0,1,1,0,3,3,0,4,11,0.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0,4,1.0,10.0,3,1.3333334,1,0,0,0,0,0,3,1,0,0,0,0,0,42,11,3,3,3,5,3
68955ae5c,ID_201a30e79,0.0,0,5,0,1,0.0,0,1,1,0,3,3,0,4,6,1.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,2,0,4,1.0,10.0,3,1.3333334,1,0,0,0,0,0,3,1,0,0,0,0,0,14,11,3,3,3,3,3
68955ae5c,ID_1298a786c,0.0,0,5,0,1,0.0,0,1,1,0,3,3,0,4,9,0.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,2,0,4,1.0,10.0,3,1.3333334,1,0,0,0,0,0,3,1,0,0,0,0,0,39,11,3,3,3,4,3
68955ae5c,ID_2ebec92e8,0.0,0,5,0,1,0.0,0,1,1,0,3,3,0,4,9,1.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,2,0,4,1.0,10.0,3,1.3333334,1,0,0,0,0,0,3,1,0,0,0,0,0,17,11,3,3,3,4,3
0723fe311,ID_d274865e0,0.0,0,5,0,1,1.0,0,2,2,0,1,1,0,3,6,0.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,1,3,0.5,10.333333,3,1.0,1,0,0,0,0,0,3,1,0,0,0,0,0,60,9,3,3,3,3,4
0723fe311,ID_0c7d42b1c,0.0,0,5,0,1,1.0,0,2,2,0,1,1,0,3,16,0.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,1,3,0.5,10.333333,3,1.0,1,0,0,0,0,0,3,1,0,0,0,0,0,27,9,3,3,3,8,4
0723fe311,ID_87bd77440,0.0,0,5,0,1,1.0,0,2,2,0,1,1,0,3,9,0.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,1,3,0.5,10.333333,3,1.0,1,0,0,0,0,0,3,1,0,0,0,0,0,66,9,3,3,3,4,4
4bb10928b,ID_4b35f0315,120000.0,0,4,0,1,0.0,0,1,1,0,1,1,0,2,13,0.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,2,1.0,13.0,2,1.0,0,0,1,0,0,0,2,1,0,0,0,0,0,38,13,3,3,3,8,4
4bb10928b,ID_38323cac2,120000.0,0,4,0,1,0.0,0,1,1,0,1,1,0,2,5,0.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,2,1.0,13.0,2,1.0,0,0,1,0,0,0,2,1,0,0,0,0,0,12,13,3,3,3,2,4
acea32c79,ID_b7d4503cd,100000.0,0,6,0,1,0.0,1,1,2,0,2,2,1,3,10,0.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,2,0,4,1.0,12.0,3,1.3333334,0,0,1,0,0,1,3,1,0,0,0,0,0,38,14,3,3,3,4,4
acea32c79,ID_51c87c53a,100000.0,0,6,0,1,0.0,1,1,2,0,2,2,1,3,14,0.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0,4,1.0,12.0,3,1.3333334,0,0,1,0,0,1,3,1,0,0,0,0,0,41,14,3,3,3,8,4
acea32c79,ID_ab5156c77,100000.0,0,6,0,1,0.0,1,1,2,0,2,2,1,3,9,0.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,2,0,4,1.0,12.0,3,1.3333334,0,0,1,0,0,1,3,1,0,0,0,0,0,16,14,3,3,3,4,4
acea32c79,ID_1d27a5d02,100000.0,0,6,0,1,0.0,1,1,2,0,2,2,1,3,0,0.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,2,0,4,1.0,12.0,3,1.3333334,0,0,1,0,0,1,3,1,0,0,0,0,0,1,14,3,3,3,1,4
d4ce97424,ID_c111b2b0e,140000.0,0,5,0,1,0.0,0,3,3,0,1,1,0,4,9,0.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0.0,10.5,3,1.3333334,0,1,0,0,0,0,3,1,0,0,0,0,0,55,9,3,3,3,4,4
d4ce97424,ID_1d3728177,140000.0,0,5,0,1,0.0,0,3,3,0,1,1,0,4,11,0.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,4,0.0,10.5,3,1.3333334,0,1,0,0,0,0,3,1,0,0,0,0,0,25,9,3,3,3,5,4
d4ce97424,ID_37d09e0a6,140000.0,0,5,0,1,0.0,0,3,3,0,1,1,0,4,11,0.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,4,0.0,10.5,3,1.3333334,0,1,0,0,0,0,3,1,0,0,0,0,0,50,9,3,3,3,5,4
d4ce97424,ID_c69b31ed3,140000.0,0,5,0,1,0.0,0,3,3,0,1,1,0,4,11,0.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,4,0.0,10.5,3,1.3333334,0,1,0,0,0,0,3,1,0,0,0,0,0,21,9,3,3,3,5,4
c4e9c3d04,ID_5eb9d322f,0.0,0,5,0,1,0.0,1,2,3,0,2,2,1,4,2,0.0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,3,0,5,0.6666666933333327,8.333333,3,1.6666666,1,0,0,0,0,0,3,1,0,0,0,0,0,9,5,2,2,2,2,4
c4e9c3d04,ID_f92637133,0.0,0,5,0,1,0.0,1,2,3,0,2,2,1,4,5,0.0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2,3,0,5,0.6666666933333327,8.333333,3,1.6666666,1,0,0,0,0,0,3,1,0,0,0,0,0,59,5,2,2,2,2,4
c4e9c3d04,ID_037006329,0.0,0,5,0,1,0.0,1,2,3,0,2,2,1,4,7,0.0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,3,0,5,0.6666666933333327,8.333333,3,1.6666666,1,0,0,0,0,0,3,1,0,0,0,0,0,31,5,2,2,2,4,4
c4e9c3d04,ID_90224c5c8,0.0,0,5,0,1,0.0,1,2,3,0,2,2,1,4,6,0.0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,3,0,5,0.6666666933333327,8.333333,3,1.6666666,1,0,0,0,0,0,3,1,0,0,0,0,0,40,5,2,2,2,3,4
c4e9c3d04,ID_e625f2893,0.0,0,5,0,1,0.0,1,2,3,0,2,2,1,4,7,0.0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,3,0,5,0.6666666933333327,8.333333,3,1.6666666,1,0,0,0,0,0,3,1,0,0,0,0,0,18,5,2,2,2,4,4
f50d4d5f8,ID_556e98694,0.0,0,4,0,1,0.0,0,2,2,0,3,3,0,5,11,0.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4,1,5,0.6666666933333327,12.25,3,1.6666666,1,0,0,0,0,1,4,1,0,0,0,0,0,50,11,3,3,3,5,4
f50d4d5f8,ID_f186062e3,0.0,0,4,0,1,0.0,0,2,2,0,3,3,0,5,11,0.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,4,1,5,0.6666666933333327,12.25,3,1.6666666,1,0,0,0,0,1,4,1,0,0,0,0,0,54,11,3,3,3,5,4
f50d4d5f8,ID_0cae952f7,0.0,0,4,0,1,0.0,0,2,2,0,3,3,0,5,15,0.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,4,1,5,0.6666666933333327,12.25,3,1.6666666,1,0,0,0,0,1,4,1,0,0,0,0,0,22,11,3,3,3,8,4
f50d4d5f8,ID_0c8b22d96,0.0,0,4,0,1,0.0,0,2,2,0,3,3,0,5,11,0.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,4,1,5,0.6666666933333327,12.25,3,1.6666666,1,0,0,0,0,1,4,1,0,0,0,0,0,18,11,3,3,3,5,4
f50d4d5f8,ID_8a95cddff,0.0,0,4,0,1,0.0,0,2,2,0,3,3,0,5,1,0.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,4,1,5,0.6666666933333327,12.25,3,1.6666666,1,0,0,0,0,1,4,1,0,0,0,0,0,69,11,3,3,3,2,4
5c6f32bbc,ID_31efaae60,0.0,0,4,0,1,0.0,0,1,1,1,1,2,1,2,7,0.0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,1,0,3,2.0,7.0,2,1.5,1,0,0,0,0,1,2,1,0,0,0,0,0,37,7,2,3,3,4,3
5c6f32bbc,ID_d46abdcca,0.0,0,4,0,1,0.0,0,1,1,1,1,2,1,2,2,1.0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1,0,3,2.0,7.0,2,1.5,1,0,0,0,0,1,2,1,0,0,0,0,0,10,7,2,3,3,2,3
5c6f32bbc,ID_d60f45637,0.0,0,4,0,1,0.0,0,1,1,1,1,2,1,2,9,1.0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1,0,3,2.0,7.0,2,1.5,1,0,0,0,0,1,2,1,0,0,0,0,0,17,7,2,3,3,4,3
d2c003094,ID_3248087de,150000.0,0,5,0,1,1.0,0,2,2,0,0,0,0,2,17,0.0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,2,1.0,17.0,3,0.66666669,0,0,1,0,0,0,2,1,0,0,0,0,0,52,17,3,3,3,9,4
d2c003094,ID_eb92354f2,150000.0,0,5,0,1,1.0,0,2,2,0,0,0,0,2,10,0.0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,2,1.0,17.0,3,0.66666669,0,0,1,0,0,0,2,1,0,0,0,0,0,17,17,3,3,3,4,4
932287f5d,ID_c6f13eef7,0.0,0,4,0,1,0.0,1,1,2,0,2,2,1,3,7,1.0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,1,0,4,3.0,13.0,2,2.0,1,0,0,0,0,0,4,1,0,0,0,0,0,15,1,3,3,3,6,2
932287f5d,ID_10c653162,0.0,0,4,0,1,0.0,1,1,2,0,2,2,1,3,0,0.0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,1,0,4,3.0,13.0,2,2.0,1,0,0,0,0,0,4,1,0,0,0,0,0,4,1,3,3,3,1,2
932287f5d,ID_89c641ddb,0.0,0,4,0,1,0.0,1,1,2,0,2,2,1,3,1,0.0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,3,1,0,4,3.0,13.0,2,2.0,1,0,0,0,0,0,4,1,0,0,0,0,0,43,1,3,3,3,2,2
932287f5d,ID_0882c513c,0.0,0,4,0,1,0.0,1,1,2,0,2,2,1,3,12,0.0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,1,0,4,3.0,13.0,2,2.0,1,0,0,0,0,0,4,1,0,0,0,0,0,19,1,3,3,3,7,2
dce01dcc3,ID_b148f9d05,0.0,0,5,0,1,1.0,2,3,5,1,2,3,3,5,4,0.0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6,2,0,8,3.0,4.5,3,3.0,1,0,0,0,0,0,6,1,0,0,0,0,0,10,3,2,2,2,2,2
